id,name,region,current_type,source_file,canonical_source_candidate,generated_url,day_refs,region_refs,walk_refs,map_ref,search_ref,has_dedicated_place_page,current_content_depth,facts_status,source_status,duplicate_candidate,alias_candidate,orphan_status,archive_candidate,notes
parc-de-belleville,parc-de-belleville,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
parc-de-la-tete-d-or,Parc de la Tête d'Or,lyon,spot,source/CURRENT/30_Places/parc-de-la-tete-d-or.md,source/CURRENT/30_Places/parc-de-la-tete-d-or.md,places/parc-de-la-tete-d-or.html,Day 25,lyon,,Y,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
paris-gare-de-lyon,paris-gare-de-lyon,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
paris-stay-candidate,paris-stay-candidate,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
passeig-de-la-muralla,Passeig de la Muralla,girona,spot,source/CURRENT/30_Places/passeig-de-la-muralla.md,source/CURRENT/30_Places/passeig-de-la-muralla.md,places/passeig-de-la-muralla.html,,girona,,N,N,Y,DEEP_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,지로나 성벽 산책로
peralada,Peralada,girona,spot,source/CURRENT/30_Places/peralada.md,source/CURRENT/30_Places/peralada.md,places/peralada.html,,girona,,Y,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
peratallada,Peratallada,girona,spot,source/CURRENT/30_Places/peratallada.md,source/CURRENT/30_Places/peratallada.md,places/peratallada.html,Day 06,girona,,Y,N,Y,DEEP_GUIDE,4/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
peratallada-baix-parking,peratallada-baix-parking,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
piscine-yves-blanc,piscine-yves-blanc,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
placa-del-rei-carrer-del-bisbe,placa-del-rei-carrer-del-bisbe,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
place-bellecour,place-bellecour,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
place-de-lenche,place-de-lenche,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
place-des-abbesses,place-des-abbesses,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
place-des-vosges,place-des-vosges,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
place-du-forum,place-du-forum,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
place-du-forum-arles,Place du Forum,avignon,spot,source/CURRENT/30_Places/place-du-forum-arles.md,source/CURRENT/30_Places/place-du-forum-arles.md,places/place-du-forum-arles.html,,avignon,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
place-du-trocadero,place-du-trocadero,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
place-richelme,place-richelme,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
place-richelme-place-des-precheurs,시장 — Place Richelme · Place des Prêcheurs,aix,spot,source/CURRENT/30_Places/place-richelme-place-des-precheurs.md,source/CURRENT/30_Places/place-richelme-place-des-precheurs.md,places/place-richelme-place-des-precheurs.html,,aix,,N,N,Y,MEDIUM_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
pont-du-gard,Pont du Gard,avignon,spot,source/CURRENT/30_Places/pont-du-gard.md,source/CURRENT/30_Places/pont-du-gard.md,places/pont-du-gard.html,Day 21,avignon,,Y,N,Y,DEEP_GUIDE,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
pont-saint-benezet,Pont Saint-Bénézet,avignon,spot,source/CURRENT/30_Places/pont-saint-benezet.md,source/CURRENT/30_Places/pont-saint-benezet.md,places/pont-saint-benezet.html,,avignon,,Y,N,Y,MEDIUM_GUIDE,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
privacyRule,privacyRule,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
promenade-des-anglais,Promenade des Anglais,nice,spot,source/CURRENT/30_Places/promenade-des-anglais.md,source/CURRENT/30_Places/promenade-des-anglais.md,places/promenade-des-anglais.html,"Day 07,Day 11",nice,,N,N,Y,SHORT_DESCRIPTION,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
quartier-mazarin,quartier-mazarin,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
restaurant-sevin,restaurant-sevin,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
rocher-des-doms,Rocher des Doms,avignon,spot,source/CURRENT/30_Places/rocher-des-doms.md,source/CURRENT/30_Places/rocher-des-doms.md,places/rocher-des-doms.html,Day 20,avignon,,Y,N,Y,FACTS_ONLY,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
rotonde,Rotonde,aix,spot,source/CURRENT/30_Places/rotonde.md,source/CURRENT/30_Places/rotonde.md,places/rotonde.html,Day 12,aix,,N,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
rotonde-aix,rotonde-aix,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
roussillon-parking-des-ocres,roussillon-parking-des-ocres,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
roussillon-sentier-des-ocres,Roussillon · Sentier des Ocres,luberon,spot,source/CURRENT/30_Places/roussillon-sentier-des-ocres.md,source/CURRENT/30_Places/roussillon-sentier-des-ocres.md,places/roussillon-sentier-des-ocres.html,Day 17,luberon,,Y,N,Y,DEEP_GUIDE,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
rtm-lecar,rtm-lecar,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
rue-des-teinturiers,rue-des-teinturiers,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
sacre-coeur,sacre-coeur,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
sagrada-familia,Sagrada Família,barcelona,spot,source/CURRENT/30_Places/sagrada-familia.md,source/CURRENT/30_Places/sagrada-familia.md,places/sagrada-familia.html,Day 02,barcelona,,Y,N,Y,DEEP_GUIDE,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
saint-germain-des-pres,saint-germain-des-pres,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
saint-paul-de-mausole,Saint-Paul-de-Mausole,avignon,spot,source/CURRENT/30_Places/saint-paul-de-mausole.md,source/CURRENT/30_Places/saint-paul-de-mausole.md,places/saint-paul-de-mausole.html,Day 12,avignon,,N,N,Y,DEEP_GUIDE,2/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
saint-paul-de-vence,Saint-Paul-de-Vence,aix,spot,source/CURRENT/30_Places/saint-paul-de-vence.md,source/CURRENT/30_Places/saint-paul-de-vence.md,places/saint-paul-de-vence.html,,aix,,Y,N,Y,MEDIUM_GUIDE,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
saint-paul-parking-route-de-vence,saint-paul-parking-route-de-vence,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
saint-remy-de-provence,Saint-Rémy-de-Provence,avignon,spot,source/CURRENT/30_Places/saint-remy-de-provence.md,source/CURRENT/30_Places/saint-remy-de-provence.md,places/saint-remy-de-provence.html,,avignon,,Y,N,Y,SHORT_DESCRIPTION,1/11 facts,CANONICAL_MD_AND_REGISTRY,,,NO_DAY_REF,N,
sant-feliu-de-guixols,sant-feliu-de-guixols,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
sant-feliu-la-corxera-parking,sant-feliu-la-corxera-parking,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,Y,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
sant-pau-recinte-modernista,Sant Pau Recinte Modernista,barcelona,spot,source/CURRENT/30_Places/sant-pau-recinte-modernista.md,source/CURRENT/30_Places/sant-pau-recinte-modernista.md,places/sant-pau-recinte-modernista.html,Day 02,barcelona,,Y,N,Y,DEEP_GUIDE,3/11 facts,CANONICAL_MD_AND_REGISTRY,,,NONE,N,
saone-rhone,saone-rhone,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,1/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
schemaVersion,schemaVersion,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
sitges,Sitges,barcelona,spot,source/ASSETS/91_Place_Registry_v1.0.md,source/ASSETS/91_Place_Registry_v1.0.md,places/sitges.html,,barcelona,,Y,N,Y,NONE,1/11 facts,REGISTRY_ONLY,,,NO_DAY_REF,N,
sitges-core-walk-2h30,sitges-core-walk-2h30,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,walk,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
sourceOfTruth,sourceOfTruth,unknown,spot,source/ASSETS/91_Place_Registry_v1.0.md,data/place-facts.json,,,unknown,,N,N,N,NONE,0/11 facts,DATA_ONLY,,,NO_DAY_REF; NO_REGION_REF; NO_GENERATED_PAGE,N,
